date,i_m1sum,i_temp3
2022-01-05 10:30:00,-0.4831893116570663,161.0
2022-01-05 10:45:00,-0.4072377756099218,161.0
2022-01-05 11:00:00,-0.40228441456336894,161.0
2022-01-05 11:15:00,-0.40228441456336894,162.0
2022-01-05 11:30:00,-0.34944856340013797,162.0
2022-01-05 11:45:00,-0.4088888959587728,163.0
2022-01-05 12:00:00,-0.2635903052598877,163.0
2022-01-05 12:15:00,-0.41714449770302764,163.0
2022-01-05 12:30:00,-0.4138422570053257,163.0
2022-01-05 12:45:00,-0.5046538761921289,163.0
2022-01-05 13:00:00,-0.499700515145576,163.0
2022-01-05 13:15:00,-0.5030027558432779,164.0
2022-01-05 13:30:00,-0.5607919680530618,164.0
2022-01-05 13:45:00,-0.5657453290996146,164.0
2022-01-05 14:00:00,-0.545931884913403,164.0
2022-01-05 14:15:00,-0.5706986901461676,165.0
2022-01-05 14:30:00,-0.5806054122392733,165.0
2022-01-05 14:45:00,-0.598767736076634,165.0
2022-01-05 15:00:00,-0.6202323006116965,165.0
2022-01-05 15:15:00,-0.6367435041002062,165.0
2022-01-05 15:30:00,-0.646650226193312,165.0
2022-01-05 15:45:00,-0.6516035872398649,166.0
2022-01-05 16:00:00,-0.6549058279375669,166.0
2022-01-05 16:15:00,-0.6549058279375669,166.0
2022-01-05 16:30:00,-0.6549058279375669,166.0
2022-01-05 16:45:00,-0.6549058279375669,166.0
2022-01-05 17:00:00,-0.6549058279375669,166.0
2022-01-05 17:15:00,-0.6549058279375669,166.0
2022-01-05 17:30:00,-0.6549058279375669,167.0
2022-01-05 17:45:00,-0.6549058279375669,167.0
2022-01-05 18:00:00,-0.6549058279375669,167.0
2022-01-05 18:15:00,-0.6549058279375669,167.0
2022-01-05 18:30:00,-0.6549058279375669,168.0
2022-01-05 18:45:00,-0.6549058279375669,168.0
2022-01-05 19:00:00,-0.6549058279375669,168.0
2022-01-05 19:15:00,-0.6549058279375669,168.0
2022-01-05 19:30:00,-0.6549058279375669,168.0
2022-01-05 19:45:00,-0.6549058279375669,169.0
2022-01-05 20:00:00,-0.6549058279375669,169.0
2022-01-05 20:15:00,-0.6549058279375669,169.0
2022-01-05 20:30:00,-0.6549058279375669,170.0
2022-01-05 20:45:00,-0.6549058279375669,170.0
2022-01-05 21:00:00,-0.6549058279375669,170.0
2022-01-05 21:15:00,-0.6549058279375669,170.0
2022-01-05 21:30:00,-0.6549058279375669,170.0
2022-01-05 21:45:00,-0.6549058279375669,170.0
2022-01-05 22:00:00,-0.6549058279375669,170.0
2022-01-05 22:15:00,-0.6549058279375669,171.0
2022-01-05 22:30:00,-0.6549058279375669,171.0
2022-01-05 22:45:00,-0.6549058279375669,171.0
2022-01-05 23:00:00,-0.6549058279375669,171.0
2022-01-05 23:15:00,-0.6549058279375669,171.0
2022-01-05 23:30:00,-0.6549058279375669,171.0
2022-01-05 23:45:00,-0.6549058279375669,172.0
2022-01-06 00:00:00,-0.6549058279375669,172.0
2022-01-06 00:15:00,-0.6549058279375669,172.0
2022-01-06 00:30:00,-0.6549058279375669,173.0
2022-01-06 00:45:00,-0.6549058279375669,173.0
2022-01-06 01:00:00,-0.6549058279375669,173.0
2022-01-06 01:15:00,-0.6549058279375669,173.0
2022-01-06 01:30:00,-0.6549058279375669,173.0
2022-01-06 01:45:00,-0.6549058279375669,173.0
2022-01-06 02:00:00,-0.6549058279375669,173.0
2022-01-06 02:15:00,-0.6549058279375669,173.0
2022-01-06 02:30:00,-0.6549058279375669,174.0
