month,day,hour,weekday,minute,i_m1sum,power_consumption
1,3,3,0,15,-0.6548843795548156,0.0
1,3,3,0,30,-0.6548843795548156,0.0
1,3,3,0,45,-0.6548843795548156,0.0
1,3,4,0,0,-0.6548843795548156,0.0
1,3,4,0,15,-0.6548843795548156,0.0
1,3,4,0,30,-0.6548843795548156,0.0
1,3,4,0,45,-0.6548843795548156,0.0
1,3,5,0,0,-0.6548843795548156,44.0
1,3,5,0,15,-0.6548843795548156,45.0
1,3,5,0,30,-0.6548843795548156,42.0
1,3,5,0,45,-0.6548843795548156,40.0
1,3,6,0,0,-0.6548843795548156,37.0
1,3,6,0,15,-0.6548843795548156,34.0
1,3,6,0,30,-0.6548843795548156,38.0
1,3,6,0,45,-0.6548843795548156,45.0
1,3,7,0,0,-0.6548843795548156,34.0
1,3,7,0,15,-0.6548843795548156,32.0
1,3,7,0,30,-0.6499309536673439,30.0
1,3,7,0,45,-0.5492112939554189,89.0
1,3,8,0,0,-0.529397590405532,93.0
1,3,8,0,15,-0.5112350288181357,111.0
1,3,8,0,30,-0.44518935031851276,198.0
1,3,8,0,45,-0.40060851733126723,259.0
1,3,9,0,0,-0.4303290726560976,225.0
1,3,9,0,15,-0.4253756467686259,224.0
1,3,9,0,30,-0.23219203715722872,455.0
1,3,9,0,45,-0.19751805594492666,495.0
1,3,10,0,0,-0.35602768434402177,303.0
1,3,10,0,15,-0.3708879620064369,225.0
1,3,10,0,30,-0.37584138789390864,275.0
1,3,10,0,45,-0.34942311649405944,329.0
1,3,11,0,0,-0.07038012483315248,648.0
1,3,11,0,15,-0.33786512275662545,335.0
1,3,11,0,30,-0.339516264719116,326.0
1,3,11,0,45,-0.26191259248205906,418.0
1,3,12,0,0,-0.18596006220749264,512.0
1,3,12,0,15,-0.1463326551077189,561.0
1,3,12,0,30,-0.14963493903270003,560.0
1,3,12,0,45,-0.21072719164485126,480.0
1,3,13,0,0,-0.29988885761934225,372.0
1,3,13,0,15,-0.3840970977063615,282.0
1,3,13,0,30,-0.4468404922810033,198.0
1,3,13,0,45,-0.4798633315308148,164.0
1,3,14,0,0,-0.5062816029306639,139.0
1,3,14,0,15,-0.5145373127431169,118.0
1,3,14,0,30,-0.5360021582554944,81.0
1,3,14,0,45,-0.5706761394677964,44.0
1,3,15,0,0,-0.6218615403050042,0.0
1,3,15,0,15,-0.6449775277798722,0.0
1,3,15,0,30,-0.6515820956298345,0.0
1,3,15,0,45,-0.6548843795548156,0.0
1,3,16,0,0,-0.6548843795548156,0.0
1,3,16,0,15,-0.6548843795548156,0.0
1,3,16,0,30,-0.6548843795548156,0.0
1,3,16,0,45,-0.6548843795548156,0.0
1,3,17,0,0,-0.6548843795548156,0.0
1,3,17,0,15,-0.6548843795548156,0.0
1,3,17,0,30,-0.6548843795548156,0.0
1,3,17,0,45,-0.6548843795548156,0.0
1,3,18,0,0,-0.6548843795548156,0.0
1,3,18,0,15,-0.6548843795548156,0.0
1,3,18,0,30,-0.6548843795548156,0.0
1,3,18,0,45,-0.6548843795548156,0.0
1,3,19,0,0,-0.6548843795548156,0.0
1,3,19,0,15,-0.6548843795548156,0.0
1,3,19,0,30,-0.6548843795548156,0.0
1,3,19,0,45,-0.6548843795548156,0.0
1,3,20,0,0,-0.6548843795548156,0.0
1,3,20,0,15,-0.6548843795548156,0.0
1,3,20,0,30,-0.6548843795548156,32.0
1,3,20,0,45,-0.6548843795548156,103.0
